UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,PSTL_CODE,AG_ECO9,AG_ECO3,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MISS_BASIN,HUC2,HUC2_NM,LAT_DD83,LON_DD83,FRAME07,FRAME12,FRAME17,AREA_CAT6,SITETYPE,LAKE_ORGN,TNT_CAT,URBN_NLA17,URBN_NLA07,WGT_TP,XCOORD,YCOORD,ACID_COND,DIS_O2_CLS,PTL_COND,NTL_COND,CHLA_COND,TROPHIC_STATE,ATZ_EPA_COND_3.4,ATZ_DETECT,CYLSPER_EPA_COND,CYLSPER_DETECT,MICX_EPA_COND,MICX_DETECT,ECOLI_EPA_COND,ECOLI_DETECT,BENT_MMI_COND_2017,ZOOP_MMI_COND_2017,DRAWDOWN_COND_2CAT_2017,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,RDIS_COND,NLA_SCI_STATUS,ANC_RESULT,DOC_RESULT,SULFATE_RESULT,ANC_MDL,DOC_MDL,SULFATE_MDL,ANC_NARS_FLAG,DOC_NARS_FLAG,SULFATE_NARS_FLAG,NTL_RESULT,NTL_MDL,NTL_NARS_FLAG,PTL_RESULT,PTL_MDL,PTL_NARS_FLAG,CHLA_RESULT,CHLA_MDL,CHLA_NARS_FLAG,CYLSPER_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,MICX_RESULT,MICX_MDL,MICX_NARS_FLAG,ATRAZINE_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,DO_SURF,MMI_ZOOP_2017,MMI_BENT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,B_G_DENS,MEAN_METAL_PEC_Q,MEAN_PEC_Q,TOTAL_PAH13_PEC_Q,E_COLI_NARS_FLAG,E_COLI_PRESENT,E_COLI_RESULT,PUBLICATION_DATE
2010310,NLA_FL-10006,NLA17_FL-10003,1,2017,FL,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,28.63769,-81.13767,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Urban,Urban,126.4316648,1450149.272,-874721.2268,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Fair,Not Large,Poor,Poor,Fair,Poor,Least Disturbed,659.2,9.22,14.079,NA,0.008,0.001,NA,NA,NA,0.416,0.003,NA,13.04625,1.2,NA,2.33,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,5.492,58.93,48,0,NA,0.125712886,0.311892403,0.79375,0.600226678,47686,0.011103404,0.006268807,0.001434211,H;ND,A,NA,6/3/2022
2010311,NLA_MI-10135,NLA17_MI-10017,1,2017,MI,UMW,PLNLOW,Region_05,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,42.78404,-85.11544,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Urban,Urban,254.8460214,883457.1895,642435.6036,Good,High (>=5 ppm),Good,Poor,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Poor,Good,Fair,Fair,Moderately Disturbed,4131.5,5.28,22.328,NA,0.008,0.001,NA,NA,NA,4.45,0.003,NA,13.61875,1.2,NA,4.26,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.73,0.03,NA,8.733333333,56.85,40.7,0,0,0.833660089,0.61826062,0.521428571,0.543217186,141143,0.347467277,0.181641533,0.015815789,NA,P,5.2,6/3/2022
2010312,NLA_IA-10087,NLA17_IA-10005,1,2017,IA,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,43.17179,-94.905,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,41.07996821,88570.41069,635614.6096,Good,High (>=5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Poor,Not Large,Poor,Poor,Fair,Poor,Least Disturbed,3709.81,6.38,15.474,NA,0.008,0.001,NA,NA,NA,0.729,0.003,NA,35.17125,1.2,NA,10.93,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.06,0.03,NA,6.7,12.55,36.6,0,0,0.215444678,0.250927683,0.935897436,0.315574157,278169,0.163078602,0.087043687,0.011008772,ND,A,NA,6/3/2022
2010313,NLA_MO-10057,NLA17_MO-10008,1,2017,MO,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,38.62966,-92.60392,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,1910.823521,292811.0763,131846.837,Good,Moderate (>3 - <5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Fair,Good,Poor,Fair,Moderately Disturbed,1002.02,7.55,0.66,NA,0.008,0.001,NA,NA,NA,1.366,0.003,NA,103.61375,1.2,NA,207.12,0.39,NA,NA,0.05,ND,1.136,0.1,NA,2.42,0.03,NA,3.366666667,62.32,48.7,NA,0,0.752883466,0.421694547,0.718032787,0.217237983,296749,0.285289727,0.144826881,0.004364035,NA,P,1,6/3/2022
2010314,NLA_ND-10043,NLA17_ND-10001,1,2017,ND,TPL,PLNLOW,Region_08,H09,Souris-Red-Rainy Region,NOT_MISSISSIPPI_BASIN,H09,Souris-Red-Rainy Region,46.09872,-97.23814,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,53.23015782,-95901.64821,961654.4711,Good,High (>=5 ppm),Poor,Poor,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Poor,Not Large,Poor,Good,Fair,Fair,Moderately Disturbed,7700.95,16.76,252.965,NA,0.008,0.001,NA,NA,NA,1.69,0.003,NA,508.1025,1.2,NA,9.76,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.21,0.03,NA,7.64,3.43,27.9,0,NA,0.665653803,0.354715209,0.488888889,0.266553496,139020,0.256809592,0.129036375,0.001263158,ND,A,NA,6/3/2022
2010315,NLA_MO-10003,NLA17_MO-HP007,1,2017,MO,SAP,EHIGH,Region_07,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,37.386994,-91.261113,Include,Include,Include,"(4,10]",HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,415448.2841,-2303.922168,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,2054.94,2.7,1.775,NA,0.008,0.001,NA,NA,NA,0.18,0.003,NA,4.6175,1.2,NA,1.25,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.08,0.03,NA,8.5,74.08,28.3,0,NA,0.877576577,0.804436456,0.355882353,1.00927841,7260.2,0.311876675,0.156850618,0.001824561,NA,P,1,6/3/2022
2010316,NLA_MO-10002,NLA17_MO-HP006,1,2017,MO,SAP,EHIGH,Region_07,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,36.63579622,-91.05109728,Include,Include,Include,"(10,20]",HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,438224.8875,-85422.21452,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Fair,Good,Moderately Disturbed,3802.29,1.97,1.471,NA,0.008,0.001,NA,NA,NA,0.179,0.003,NA,6.4275,1.2,NA,2.24,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.733333333,96.93,51.2,0,NA,0.708576178,0.923668314,0.065217391,0.826218853,3855.4,0.228635035,0.114975412,0.001315789,NA,P,1,6/3/2022
2010317,NLA_ND-10047,NLA17_ND-10005,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,47.86474,-101.5133,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,16.37232876,-415480.7504,1168511.72,Good,Moderate (>3 - <5 ppm),Poor,Poor,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Poor,Not Large,Poor,Good,Poor,Fair,Moderately Disturbed,9963.82,34.55,3716.573,NA,0.008,0.001,NA,NA,NA,5.138,0.003,NA,268.28125,1.2,NA,3.43,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.05,0.03,NA,4.125,25.8,31.5,0,NA,0.629802389,0.272073045,0.659090909,0.145165378,516890,0.283664684,0.14676436,0.009864035,H;ND,A,NA,6/3/2022
2010318,NLA_ND-10181,NLA17_ND-10084,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,48.38932,-102.1524,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,154.2196436,-459838.7282,1229166.367,Good,High (>=5 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Poor,Poor,Not Large,Fair,Fair,Good,Poor,Least Disturbed,15720.27,30.75,483.54,NA,0.008,0.001,NA,NA,NA,2.904,0.003,NA,90.04625,1.2,NA,14.64,0.39,NA,NA,0.05,ND,0.338,0.1,NA,NA,0.03,ND,10.22,27.57,13.5,0,NA,0.565009002,0.541053746,0.916666667,0.630492043,178840,0.150483155,0.075899472,0.001315789,NA,P,1,6/3/2022
2010319,NLA_GA-10057,NLA17_GA-10020,1,2017,GA,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,31.75569,-83.49964,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,5737.864698,1175746.962,-564780.6535,Good,Moderate (>3 - <5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,473.11,9.48,0.415,NA,0.008,0.001,NA,NA,NA,0.499,0.003,NA,22.295,1.2,NA,8.96,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,3.32,59.78,44.2,0,0,2.942262626,2.124756276,0.623869347,0.978855564,100931.2,0.031628623,0.016470013,0.001311404,NA,P,13.4,6/3/2022
2010320,NLA_SD-10187,NLA17_SD-10023,1,2017,SD,TPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,45.03031,-97.7708,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,17.74103385,-139367.5109,843605.6465,Good,High (>=5 ppm),Poor,Poor,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Poor,Not Large,Poor,Fair,Poor,Poor,Moderately Disturbed,7775.97,15.96,615.344,NA,0.008,0.001,NA,NA,NA,1.551,0.003,NA,241.0625,1.2,NA,6.4,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.17,0.03,NA,8.6,15.73,28.4,0,0,0.402358935,0.214399813,0.753488372,0.161102896,140600,0.247571883,0.124535942,0.0015,H;ND,A,NA,6/3/2022
2010321,NLA_SD-10214,NLA17_SD-10073,1,2017,SD,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,43.86445,-99.66352,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,104.4250366,-293281.8571,718069.0165,Good,High (>=5 ppm),Poor,Poor,Good,Oligotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Poor,Poor,Poor,Fair,Moderately Disturbed,3043.27,21.79,1215.491,NA,0.008,0.001,NA,NA,NA,2.055,0.003,NA,218.34875,1.2,NA,0.88,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.18,0.03,NA,9.566666667,24.93,40.7,1.6,0.19,0.09108792,0.035416668,0.695701357,0,29227,0.516649347,0.259076867,0.001504386,H,P,2,6/3/2022
2010322,NLA_MT-10198,NLA17_MT-10055,1,2017,MT,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,48.47916,-104.3491,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,16.69158426,-622788.3714,1251541.885,Good,High (>=5 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Poor,Not Large,Fair,Good,Fair,Fair,Least Disturbed,14478.1,22.29,757.211,NA,0.008,0.001,NA,NA,NA,2.239,0.003,NA,108.71,1.2,NA,12.76,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,9.525,27.77,24.2,0,0,1.021095787,0.587000639,0.205172414,0.481113783,2282700,0.072926507,0.037103604,0.001280702,H,P,1,6/3/2022
2010323,NLA_ND-10157,NLA17_ND-10037,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,48.23974,-102.3111,Exclude,Exclude,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,357.2518236,-472776.2587,1213505.351,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Poor,Poor,Not Large,Fair,Good,Poor,Poor,Moderately Disturbed,5844.44,30.33,1409.473,NA,0.008,0.001,NA,NA,NA,3.564,0.003,NA,315.16375,1.2,NA,78.6,0.39,NA,NA,0.05,ND,0.303,0.1,NA,NA,0.03,ND,9.466666667,16.35,9.6,0,NA,1.27360335,0.526149172,0.939759036,0.253053719,707600,0.220550074,0.111062318,0.001574561,H,P,5.2,6/3/2022
2010324,NLA_ND-10139,NLA17_ND-10020,1,2017,ND,TPL,PLNLOW,Region_08,H09,Souris-Red-Rainy Region,NOT_MISSISSIPPI_BASIN,H09,Souris-Red-Rainy Region,47.8483,-100.2783,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,241.2961187,-322565.0968,1161904.523,Good,High (>=5 ppm),Fair,Poor,Good,Oligotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Poor,Poor,Not Large,Poor,Poor,Poor,Poor,Least Disturbed,17745.5,33.5,3604.036,NA,0.008,0.001,NA,NA,NA,3.18,0.003,NA,51.51375,1.2,NA,1.78,0.39,NA,NA,0.05,ND,2.755,0.1,NA,0.27,0.03,NA,8.5475,10.12,20.8,0,NA,0.147184978,0.082957743,0.813043478,0.066561878,36655,0.177626842,0.089657719,0.001688596,ND,A,NA,6/3/2022
2010325,NLA_NM-10095,NLA17_NM-10025,1,2017,NM,WMT,WMTNS,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,36.77464,-105.1939,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,94.66438168,-811714.651,-41985.17771,Good,High (>=5 ppm),Fair,Fair,Fair,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Fair,Good,Poor,Fair,Moderately Disturbed,1164.96,7.21,11.118,NA,0.008,0.001,NA,NA,NA,0.423,0.003,NA,24.8375,1.2,NA,2.39,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.533333333,64.9,29.9,0,0,1.073505635,0.63060573,0.645918367,0.481850707,24611,0.318923528,0.16019422,0.001464912,NA,P,3,6/3/2022
2010326,NLA_OK-10078,NLA17_OK-HP001,1,2017,OK,SPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,36.8486239,-102.875142,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,-606813.8112,-51031.60417,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Large,Fair,Fair,Fair,Fair,Moderately Disturbed,4903.4,15.72,159.617,NA,0.008,0.001,NA,NA,NA,2.03,0.003,NA,130.86,1.2,NA,41.33,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.09,0.03,NA,6.133333333,45,21.1,28.24,1,0.297576364,0.384232477,0.611904762,0.452349335,1096249,0.223103783,0.112350137,0.001596491,H,P,6.3,6/3/2022
2010327,NLA_OK-10184,NLA17_OK-10086,1,2017,OK,TPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,36.96167,-96.74831,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,397.5434446,-66004.57014,-60065.02654,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Fair,Good,Not Large,Poor,Poor,Poor,Poor,Moderately Disturbed,1548.69,4.35,1.281,NA,0.008,0.001,NA,NA,NA,0.533,0.003,NA,30.65,1.2,NA,6.53,0.39,NA,NA,0.05,ND,0.122,0.1,L,0.03,0.03,L,9.922,55.28,39.2,0,NA,0.16836084,0.065461807,0.802912621,0,65259,0.256592721,0.128969606,0.001346491,H;ND,A,NA,6/3/2022
2010328,NLA_WV-10013,NLA17_WV-10001,1,2017,WV,SAP,EHIGH,Region_03,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,39.46941,-79.49873,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,1.300562497,1399646.904,342555.236,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Fair,Poor,Poor,Moderately Disturbed,314,2.02,6.215,NA,0.008,0.001,NA,NA,NA,0.164,0.003,NA,4.22125,1.2,NA,2.83,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.408,88.05,78.2,0,0,0.558370392,0.802953659,0.758490566,0.55792836,27781.9,0.359422477,0.182761677,0.006100877,H,P,2,6/3/2022
2010329,NLA_MI-10219,NLA17_MI-10127,1,2017,MI,UMW,PLNLOW,Region_05,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,42.89458,-83.71904,Exclude,Exclude,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,373.6708056,994610.328,668494.0424,Good,Moderate (>3 - <5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Good,Good,Good,Fair,Moderately Disturbed,3376.7,13.02,10.512,NA,0.008,0.001,NA,NA,NA,2.111,0.003,NA,240.31375,1.2,NA,192.8,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.31,0.03,NA,4.7,53.05,42.1,0,0,2.218723579,1.422032039,0.256097561,1.090711673,1342242,0.390785819,0.197851243,0.004916667,NA,P,4.1,6/3/2022
2010330,NLA_CA-10063,NLA17_CA-10006,1,2017,CA,WMT,WMTNS,Region_09,H18,California Region,NOT_MISSISSIPPI_BASIN,H18,California Region,39.72616,-122.8417,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,941.5923322,-2249886.969,569371.0806,Good,High (>=5 ppm),Good,Good,Poor,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Good,Fair,Good,Fair,Moderately Disturbed,1169.47,2.4,0.297,NA,0.008,0.001,NA,NA,NA,0.165,0.003,NA,20.1425,1.2,NA,4.61,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.403333333,49.28,56.6,0,NA,0.61435672,1.273440076,0.305172414,1.602501654,45005.2,0.55330227,0.277633591,0.001964912,H,P,5.2,6/3/2022
2010331,NLA_KS-10045,NLA17_KS-10005,2,2017,KS,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,39.34876,-95.04207,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Urban,Urban,0,81796.79618,207624.6022,Good,Moderate (>3 - <5 ppm),Poor,Good,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,2207.68,6.46,14.795,NA,0.008,0.001,NA,NA,NA,0.698,0.003,NA,67.17625,1.2,NA,11.73,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.21,0.03,NA,4.8,65.77,47,1.03,0.245,0.6463194,0.779395283,0.504387547,0.889598049,937730,0.334765922,0.168097873,0.001429825,NA,P,6.2,6/3/2022
2010332,NLA_MO-10001,NLA17_MO-HP001,1,2017,MO,SAP,EHIGH,Region_07,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,37.726925,-90.917282,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,443526.8793,37295.81733,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Good,Moderately Disturbed,922.85,3.75,2.624,NA,0.008,0.001,NA,NA,NA,0.195,0.003,NA,7.30625,1.2,NA,2.04,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.833333333,93.65,66.4,0,NA,1.018995631,0.934277642,0.183333333,1.307252149,20886.2,0.526177139,0.265062254,0.003947368,ND,A,NA,6/3/2022
2010333,NLA_MO-10094,NLA17_MO-HP009,1,2017,MO,SAP,EHIGH,Region_07,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,37.593907,-90.7787,Include,Include,Include,"(20,50]",HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,456426.439,23065.91104,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Poor,Poor,Good,Good,Moderately Disturbed,234.39,2.86,3.603,NA,0.008,0.001,NA,NA,NA,0.2,0.003,NA,10.94625,1.2,NA,2.67,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.866666667,83.85,66.2,0,NA,0.261359468,0.452749831,0.17962963,0.95064715,8271.6,0.338486147,0.170074214,0.001662281,ND,A,NA,6/3/2022
2010334,NLA_NV-10002,NLA17_NV-10225,1,2017,NV,XER,WMTNS,Region_09,H16,Great Basin Region,NOT_MISSISSIPPI_BASIN,H16,Great Basin Region,41.02647,-115.0871,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,11.1444183,-1581425.284,554516.5944,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Fair,Not Large,Good,Good,Good,Fair,Moderately Disturbed,411.37,1.08,0.745,NA,0.008,0.001,NA,NA,NA,0.05,0.003,NA,3.18375,1.2,L,0.71,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,10.08333333,54.97,30.9,0,NA,2.671401052,1.553196992,0.346969697,1.005910476,17591.4,0.297192322,0.14935274,0.001513158,H,P,10.9,6/3/2022
2010335,NLA_FL-10062,NLA17_FL-10006,1,2017,FL,CPL,PLNLOW,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03S,South Atlantic-South Region,28.83882,-81.26992,Include,Include,Include,>50,PROB,NATURAL,Target,Urban,Urban,63.25337268,1433913.978,-854744.485,Good,High (>=5 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Poor,Poor,Not Large,Poor,Poor,Good,Fair,Moderately Disturbed,1551.7,14.5,139.638,NA,0.008,0.001,NA,NA,NA,1.428,0.003,NA,85.9325,1.2,NA,23.84,0.39,NA,0.09,0.05,L,0.595,0.1,NA,0.09,0.03,NA,5.5164762,47.25,9.3,0,NA,0.332502368,0.411250626,0.468181818,0.708674223,4600790,0.214175527,0.111449606,0.008723684,ND,A,NA,6/3/2022
2010336,NLA_NJ-10020,NLA17_NJ-10004,1,2017,NJ,CPL,PLNLOW,Region_02,H02,Mid Atlantic Region,NOT_MISSISSIPPI_BASIN,H02,Mid-Atlantic Region,39.40948,-74.77998,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Urban,Urban,166.2623204,1795462.782,415309.438,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,41.7,7.01,2.273,NA,0.008,0.001,NA,NA,NA,0.445,0.003,NA,9.045,1.2,NA,2.68,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.355,61.73,51.8,0,0,0.804826926,0.872029753,0.3375,1.030366327,26100,0.317100688,0.169493327,0.021885965,NA,P,35.5,6/3/2022
